name,full_name,overall_rating
J. Kembo-Ekoko,Jirès Kembo-Ekoko,74
Lato,Antonio Latorre Grueso,74
E. Mor,Emre Mor,74
Osvaldo Lodeiro,Osvaldo Murilo Lodeiro Ferreira,74
Róber,Roberto Suárez Pier,74
João Pereira,João Pedro da Silva Pereira,74
R. Strebinger,Richard Strebinger,74
M. Hedges,Matt Hedges,74
N. Silva,Nicolás Alexis Silva,74
Leandro Damião,Leandro Damião da Silva dos Santos,74
E. Álvarez,Edson Álvarez,74
J. Buffarini,Julio Buffarini,74
B. Nuytinck,Bram Nuytinck,74
T. Sippel,Tobias Sippel,74
N. Benedetti,Nicolás Benedetti Roa,74
M. Niakhaté,Moussa Niakhaté,74
Fábio Melitinho,Fábio Kel Melo Feijó,74
André Horta,André Filipe Luz Horta,74
Hugo Goiteira,Hugo Goiteira Regalo,74
R. Ortiz,Richard Ortiz Busto,74
E. Sviatchenko,Erik Sviatchenko,74
M. Estigarribia,Marcelo Alejandro Estigarribia Balmori,74
C. Coady,Conor  Coady,74
L. Mothiba,Lebo Mothiba,74
Kel Perinho,Kel Bruno Pereira Negrão,74
A. Song,Alexandre Dimitri Song-Billong,74
Gálvez,Alejandro Gálvez Jimena,74
P. Kunde Malong,Pierre Kunde Malong,74
O. Pineda,Orbelín Pineda Alvarado,74
M. Bešić,Muhamed Bešić,74
N. Vikonis,Nicolás Vikonis Mureau,74
T. Mykhalyk,Taras Mykhalyk,74
A. Bizzarri,Albano Benjamín Bizzarri,74
Jailson Caeiro,Jailson Michel Caeiro Meireles,74
B. Kuwas,Brandley Kuwas,74
C. Hourihane,Conor Hourihane,74
N. Benezet,Nicolas Benezet,74
K. Lawrence,Kemar Lawrence,74
E. Kalinski,Enzo Kalinski,74
C. Fuchs,Christian Fuchs,74
D. Royer,Daniel Royer,74
L. Cabrera,Leandro Cabrera,74
K. Roofe,Kemar Roofe,74
A. Beck,Andreas Beck,74
C. Berra,Christophe Berra,74
Hélder Costa,Hélder Wander Sousa Azevedo Costa,74
G. Cunningham,Greg Cunningham,74
C. Kameni,Carlos Idriss Kameni,74
R. Bazoer,Riechedly Bazoer,74
Jairo,Jairo Samperio Bustara,74
S. Kırıntılı,Serkan Kırıntılı,74
E. Ponce,Ezequiel Ponce,74
L. Griffiths,Leigh Griffiths,74
Enaldo Praz,Enaldo Diogo Barbosa Prazeres,74
P. Billing,Philip Billing,74
G. Svensson,Gustav Svensson,74
Joselu,José Luis Sanmartín Mato,74
T. Koopmeiners,Teun Koopmeiners,74
Gerson,Gerson Santos da Silva,74
A. Pritchard,Alex  Pritchard,74
A. González,Ángel González,74
H. Wilson,Harry Wilson,74
L. Crisetig,Lorenzo Crisetig,74
F. Di Santo,Franco Matías Di Santo,74
E. Saric,Elvis Saric,74
J. Bijlow,Justin Bijlow,74
Elias Fontoira,Elias Thiago Fontoira Marques,74
C. Paterson,Callum Paterson,74
I. Kutepov,Ilya Kutepov,74
A. Chahechouhe,Aatif Chahechouhe,74
L. Jara,Leonardo Jara,74
R. Jack,Ryan Jack,74
Y. Pelé,Yohann Pelé,74
D. Liénard,Dimitri Liénard,74
Júlio Tavares,Júlio Carolino Tavares,74
M. Ishak,Mikael Ishak,74
G. Pandev,Goran Pandev,74
M. Andújar,Mariano Gonzalo Andújar,74
Eduardo,Eduardo dos Reis Carvalho,74
A. Touré,Almamy Touré,74
M. Alustiza,Matías Gustavo Alustiza,74
J. Silva,Jonathan Silva,74
Anselmo,Anselmo de Moraes,74
M. Lestienne,Maxime Lestienne,74
S. Gümüş,Sinan Gümüş,74
F. Silva,Francisco Andrés Silva Gajardo,74
J. Durmaz,Jimmy Durmaz,74
Pascoal Muscato,Pascoal Simão Muscato Vieira,74
J. Hoilett,David Junior Hoilett,74
K. Laifis,Konstantinos Laifis,74
Y. Khacheridi,Yevhen Khacheridi,74
T. Matavž,Tim Matavž,74
M. Waris,Abdul Majeed Waris,74
E. Velázquez,Emiliano Velázquez,74
J. Korb,Julian Korb,74
D. Sakho,Diafra Sakho,74
J. Chester,James Chester,74
Edercinho Sepa,Rodrigo Éder Serpa Conceição,74
G. Arias,Gabriel Arias,74
A. Talavera,Alfredo Talavera Díaz,74
L. Cooper,Liam Cooper,74
G. Chakvetadze,Giorgi Chakvetadze,74
V. Demirel,Volkan Demirel,74
K. Ansarifard,Karim Ansarifard,74
A. Di Gaudio,Antonio Di Gaudio,74
T. Melia,Tim Melia,74
M. Zaldivia,Matías Zaldivia,74
Da Costa,Angelo Esmael da Costa Júnior,74
R. Álvarez,Ricardo Gabriel Álvarez,74
E. Dilaver,Emir Dilaver,74
C. Álvarez,Cristian Darío Álvarez,74
Zubeldia,Igor Zubeldia Elorza,74
M. Pasqual,Manuel Pasqual,74
J. Rodríguez,José Antonio Rodríguez Romero,74
Lucas Torró,Lucas Torró Marset,74
M. Kozáčik,Matúš Kozáčik,74
D. Livaković,Dominik Livaković,74
T. Hlatshwayo,Thulani Hlatshwayo,74
Iuri Medeiros,Iuri José  Picanço Medeiros,74
P. De Blasis,Pablo De Blasis,74
L. Sobiech,Lasse Sobiech,74
Bebeto,Roberto Jesus Machado Beto Alves,74
Ivi,Iván López Álvarez,74
Francis,Francisco Javier Guerrero Martín,74
C. Zambrano,Carlos Augusto Zambrano Ochandarte,75
J. Corona,José de Jesús Corona Rodríguez,75
Medrán,Álvaro Medrán Just,75
A. Hansen,André Hansen,75
S. Johnstone,Sam Johnstone,75
L. Holtby,Lewis Harry Holtby,75
T. Serero,Thulani Serero,75
D. Lukebakio,Dodi Lukebakio,75
Sergi Guardiola,Sergio Guardiola Navarro,75
M. Schnatterer,Marc Schnatterer,75
Paulo Oliveira,Paulo André Rodrigues Oliveira,75
M. Cornet,Maxwel Cornet,75
A. Solari,Augusto Jorge Mateo Solari,75
Guilherme,Guilherme Costa Marques,75
Sergio Álvarez,Sergio Álvarez Díaz,75
F. Ricca,Federico Ricca Rostagnol,75
L. González Pirez,Leandro Martín González Pírez,75
C. Luyindama,Christian  Luyindama Nekadio,75
A. Lookman,Ademola Lookman,75
Lekue,Iñigo Lekue Martínez,75
P. Lasne,Paul Lasne,75
M. Terrier,Martin Terrier,75
D. González,Diego Hernán González,75
Carles Gil,Carles Gil Pareja,75
Titi,Cristian Chagas Tarouco,75
Y. Osorio,Yordan Hernando Osorio Paredes,75
T. Mangani,Thomas Mangani,75
D. Mbokani,Dieumerci Mbokani Bezua,75
Z. Labyad,Zakaria Labyad,75
N. Stanciu,Nicolae Claudiu Stanciu,75
H. Soudani,Hillel El Arbi Soudani,75
José Cañas,José Alberto Cañas Ruiz-Herrera,75
H. Medunjanin,Haris Medunjanin,75
R. Rodelin,Ronny Rodelin,75
Kaimo Lima,Kauê Enaldo Lima Rodrigues,75
D. Türüç,Deniz Türüç,75
Rubén Pardo,Rubén Pardo Gutiérrez,75
J. Hernández,Juan Camilo Hernández,75
P. Retsos,Panagiotis Retsos,75
E. Paredes,Esteban Paredes,75
V. Janssen,Vincent Janssen,75
F. Bachirou,Fouad Bachirou,75
A. Hurtado,Avilés Hurtado,75
D. Glushakov,Denis Glushakov,75
D. Gray,Demarai Gray,75
R. Saravia,Renzo Saravia,75
C. Taylor,Charlie Taylor,75
Kwon Chang Hoon,권창훈 权昶勋,75
T. Klose,Timm Klose,75
D. Rodríguez,Diego Martín Rodríguez Berrini,75
M. Fernández,Matías Ariel Fernández Fernández,75
A. Elis,Alberth Elis,75
M. Vargas,Matías Vargas,75
G. Herrera,Guido Herrera,75
Tarantini,Ricardo José Vaz Alves Monteiro,75
F. Uduokhai,Felix Uduokhai,75
Y. Sankharé,Younousse Sankharé,75
Pedraza,Alfonso Pedraza Sag,75
A. Martín Arias,Alexis Martín Arias,75
Rodrigo Ely,Rodrigo Ely,75
D. Boyata,Anga Dedryck Boyata,75
Rubén Pérez,Rubén Salvador Pérez del Mármol,75
M. Valdifiori,Mirko Valdifiori,75
Lafortiscinho,Erick Sebastião Laforte Medeiros,75
V. Lazaro,Valentino Lazaro,75
S. Francis,Simon Francis,75
F. Jara,Franco Daniel Jara,75
M. Gulde,Manuel Gulde,75
Sequeira,Nuno Miguel Ribeiro da Cruz Jerónimo Sequeira,75
M. Ødegaard,Martin Ødegaard,75
João Teixeira,João Carlos Vilaça Teixeira,75
Rochina,Rubén  Rochina Naixes,75
N. Vlašić,Nikola Vlašić,75
A. Romao,Jacques-Alaixys Romao,75
W. Hoedt,Wesley Hoedt,75
Rubén Castro,Rubén Castro Martín,75
R. Bensebaini,Ramy Bensebaini,75
R. Ghezzal,Rachid Ghezzal,75
J. Gondorf,Jérôme Gondorf,75
F. Helander,Filip Helander,75
V. Claesson,Viktor Claesson,75
R. Ibarra,Alex Renato Ibarra Mina,75
Mosquera,Pedro Mosquera Parada,75
J. Figal,Jorge Figal,75
F. Magnanelli,Francesco Magnanelli,75
Mexer,Edson André Sitoe,75
C. Maggio,Christian Maggio,75
S. İnan,Selçuk İnan,75
Melero,Gonzalo Julián Melero Manzanares,75
D. Bocanegra,Daniel Eduardo Bocanegra Ortíz,75
P. Hurtado,Christopher Paolo César Hurtado Huertas,75
K. Fofana,Konan Gilles Fofana,75
Kaíquão Castro,Kaíque Osvaldo Castro Rodrigues,75
K. Traoré,Kouamé Konan Traoré,75
M. Wakaso,Mubarak Wakaso,75
S. Serdar,Suat Serdar,75
C. Davies,Curtis  Davies,75
J. Alonso,Junior Alonso,75
Hernâni,Hernâni Jorge Santos Fortes,75
N. Roux,Nolan Roux,75
Ricardo Ferreira,Ricardo José Araújo Ferreira,75
K. Ayhan,Kaan Ayhan,75
M. Bizot,Marco Bizot,75
C. Toselli,Cristopher Benjamín Toselli Ríos,75
Zeca,José Carlos Gonçalves Rodrigues,75
Borja Valle,Borja Valle Balonga,75
Nuno Pinto,Nuno Miguel Sousa Pinto,75
S. Bolat,Sinan Bolat,75
E. Mas,Emmanuel Mas,75
D. Biseswar,Diego Biseswar,75
V. Guzmán,Víctor Alfonso Guzmán Guzmán,75
S. Missiroli,Simone Missiroli,75
Merino,Mikel Merino Zazón,75
J. Campbell,Joel Nathaniel Campbell Samuels,75
A. Flint,Aden Flint,75
J. Haberer,Janik Haberer,75
K. Stafylidis,Konstantinos Stafylidis,75
C. Daniels,Charlie Daniels,75
M. Mevlja,Miha Mevlja,75
M. Krmenčík,Michael Krmenčík,75
L. Rigoni,Luca Rigoni,75
G. Shoji,昌子 源,75
C. Cueva,Christian Alberto Cueva Bravo,75
Tiago Pinto,Tiago Miguel Baía Pinto,75
Martín,Martín Aguirregabiria,75
J. Fernandes,Júnior Fernandes,75
D. Cataldi,Danilo Cataldi,75
M. Yoshida,吉田 麻也,75
R. Mandragora,Rolando Mandragora,75
J. Barrera,Jarlan Barrera,75
Y. Abdelhamid,Yunis Abdelhamid,75
T. Pukki,Teemu Pukki,75
C. McGregor,Callum McGregor,75
Timor,David Timor Copoví,75
L. Antonelli,Luca Antonelli,75
F. Marchetti,Federico Marchetti,75
A. Donnarumma,Alfredo Donnarumma,75
R. Özcan,Ramazan Özcan,75
V. Ignatiev,Vladislav Ignatiev,75
E. Mendy,Edouard Mendy,75
H. Behrens,Hanno Behrens,75
T. Didillon,Thomas Didillon,75
E. Moretti,Emiliano Moretti,75
K. Akpoguma,Kevin Akpoguma,75
A. Younes,Amin Younes,75
Toni Villa,Laureano Antonio Villa Suárez,75
M. Diamé,Mohamed Diamé,75
B. Engels,Björn Engels,75
D. Aogo,Dennis Aogo,75
O. Idrissi,Oussama Idrissi,75
S. Mitrović,Stefan Mitrović,75
M. Suárez,Matías Ezequiel Suárez,75
Fábio Martins,Fábio Santos Martins,75
S. Kums,Sven Kums,75
Cássio,Cássio Albuquerque dos Anjos,75
G. Kashia,Guram Kashia,75
Pablo Hernández,Pablo Hernández Domínguez,75
Melendo,Óscar Melendo Jiménez,75
Ximo Navarro,Joaquín Navarro Jiménez,75
P. Pekarík,Peter Pekarík,75
Gonçalo Paciência,Gonçalo Mendes Paciência,75
J. Hansen,Jesper Hansen,75
L. Deaux,Lucas Deaux,75
Sandro,Sandro  Ramírez Castillo,75
Dani Rochelinhas,Danilo Manuel Aldair Rochela,75
P. Gazzaniga,Paulo Dino Gazzaniga,75
G. dos Santos,Giovani dos Santos Ramírez,75
Chema Rodríguez,José Manuel Rodríguez Benito,75
F. Schär,Fabian Schär,75
A. El Khayati,Abdenasser El Khayati,75
Keko,Sergio Gontán Gallardo,75
R. Thomas,Romain Thomas,75
A. Roa,Andrés Felipe Roa Estrada,75
Manuel da Costa,Manuel Marouan da Costa Trinidade,75
J. Mikel,John Michael Nchekwube Obinna,75
C. Rius,Ciro Rius,75
T. Savanier,Téji Savanier,75
J. Toornstra,Jens Toornstra,75
N. Dirar,Nabil Dirar,75
T. Davies,Tom Davies,75
P. Capelle,Pierrick Capelle,75
J. Ikoné,Nanitamo Jonathan Ikoné,75
E. N'Dicka,Evan N'Dicka,75
S. Mounié,Steve Mounié,75
Y. Atal,Youcef Attal,75
G. Konan,Ghislain Konan,75
N. Mazraoui,Noussair Mazraoui,75
M. Caruzzo,Matías Nicolás Caruzzo,75
S. Ribas,Sebastián César Helios Ribas Barbato,75
P. Baysse,Paul Baysse,75
Renato Sanches,Renato Júnior Luz Sanches,75
Postigo,Sergio Postigo Redondo,75
M. Barbosa,Mariano Damián Barbosa,75
K. Babacar,Khouma El Hadji Babacar,75
M. Coco,Marcus Coco,75
Fabrício,Fabrício dos Santos Messias,75
J. Altidore,Jozy Altidore,75
Carlitos,Carlos Daniel López Huesca,75
Jorginhson,Jorgino Silas Ruiz Prestes,75
K. Djidji,Lévy Koffi Djidji,75
R. Sessegnon,Ryan Sessegnon,75
Nicholas Aldair,Nicholas Júlio Aldair Leal,75
A. Blake,Andre Blake,75
S. Ilsanker,Stefan Ilsanker,75
K. Kanga,Kaku Guélor Kanga,75
O. Elabdellaoui,Omar Elabdellaoui,75
A. McGregor,Allan McGregor,75
J. Drmić,Josip Drmić,75
B. Jones,Brad Jones,75
A. Pérez,Andrés Eduardo Pérez Gutiérrez,75
S. Padt,Sergio Padt,75
Oier,Oier Olazábal Paredes,75
P. Cissé,Papiss Demba Cissé,75
Bernardo,Bernardo Fernandes da Silva Junior,75
Bustinza,Unai Bustinza Martínez,75
M. Jajalo,Mato Jajalo,75
W. Hennessey,Wayne  Hennessey,75
Y. Benzia,Yassine Benzia,75
Éder,Éderzito António Macedo Lopes,75
A. Conti,Andrea Conti,75
R. Falk,Rasmus Falk Jensen,75
S. García,Santiago García,75
G. Kakuta,Gaël Kakuta,75
Otávio Cairinho,Otávio Alberto Cairinho Monteiro,75
Joel Robles,Joel Robles Blázquez,75
G. Nkoudou,Georges-Kévin Nkoudou,75
J. Damm,Jürgen Damm,75
Caio Nunson,Caio Rodrigo Nunes Anjos,75
T. Kolodziejczak,Timothée Kolodziejczak,75
M. Fritzler,Matías Lionel Fritzler,75
D. Congré,Daniel Congré,75
L. Vietto,Luciano Vietto,75
M. Saracchi,Marcelo Josemir Saracchi Pintos,75
L. De Silvestri,Lorenzo De Silvestri,75
R. Donk,Ryan  Donk,75
C. Budescu,Constantin Budescu,75
O. Peralta,Oribe Peralta Morones,75
J. Koundé,Jules Koundé,75
S. Kryvtsov,Sergiy Kryvtsov,75
D. Benaglio,Diego Orlando Benaglio,75
A. Barreca,Antonio Barreca,75
J. Kurtić,Jasmin Kurtić,75
N. Nikolić,Nemanja Nikolić,75
Iraizoz,Gorka Iraizoz Moreno,75
F. Viviani,Federico Viviani,75
L. Rossettini,Luca Rossettini,75
Adilson Edrada,Adilson Patrick Edrada Pereira,75
A. Ounas,Adam Ounas,75
N. Maksimović,Nemanja Maksimović,75
O. Martínez,Osvaldo David Martínez Arce,75
Gedson Fernandes,Gedson Carvalho Fernandes,75
Kaku,Alejandro Romero Gamarra,75
J. Rodríguez,Jonathan Javier Rodríguez Portillo,75
N. Maupay,Neal Maupay,75
A. Ring,Alexander Ring,75
Y. Ayoub,Yassin Ayoub,75
O. Akhmedov,Odil Akhmedov,75
Ailton Guevara,Ailton Sérgio Guevara Muscato,75
A. Wakaso,Alhassan Wakaso,75
A. Hernández,Abel Mathías Hernández Platero,75
José Mirazar,José Emerson Mirazar Coelho,75
Luiz Felipe,Luiz Felipe Ramos Marchi,75
K. Amian,Kelvin Amian,75
H. Villalba,Héctor Villalba,75
A. Maier,Arne Maier,75
E. Audero,Emil Audero,75
L. Vangioni,Leonel Vangioni,75
P. Ntep,Paul-Georges Ntep de Madiba,75
D. Torres,Daniel Alejandro Torres Rojas,75
A. Grassi,Alberto Grassi,75
D. Chará,Diego Ferney Chará Zamora,75
M. Destro,Mattia Destro,75
B. Feilhaber,Benny Feilhaber,75
Gabrisco Aníbal,Gabriel Jairo Aníbal Rangel,75
P. Tschauner,Philipp Tschauner,75
L. Schaub,Louis Schaub,75
T. Jantschke,Tony Jantschke,75
B. Poulain,Benoît Poulain,75
V. Hernández,Vladimir Javier Hernández Rivero,75
S. Rajković,Slobodan Rajković,75
W. Caballero,Wilfredo Daniel Caballero,75
Jordi Amat,Jordi Amat Maas,75
F. Rønnow,Frederik Rønnow,75
Portillo,Francisco Portillo Soler,75
M. Silvestre,Matías Agustín Silvestre,75
V. Cáceres,Víctor Cáceres,75
M. Risse,Marcel Risse,75
N. Sánchez,Nicolás Gabriel Sánchez,75
F. Frei,Fabian Frei,75
M. Flamini,Mathieu Flamini,75
Rafael,Rafael  de Andrade Bittencourt Pinheiro,75
C. Kerbrat,Christophe Kerbrat,75
G. Imbula,Gilbert Gianelli Imbula Wanga,75
G. Haraguchi,原口 元気,75
E. Durm,Erik Durm,75
D. Pabón,Dorlan Pabón,75
M. Rodríguez,Maximiliano Rubén Rodríguez,75
D. Bronn,Dylan Bronn,75
Silas Almeim,Silas Enaldo Barros de Almeida,75
E. Cabaco,Erick Cabaco,75
Ivan Cavaleiro,Ivan Ricardo Neves Abreu Cavaleiro,75
K. Billiat,Khama Billiat,75
S. Armstrong,Stuart Armstrong,75
N. Araújo,Néstor Alejandro Araújo Razo,75
T. Arslan,Tolgay Ali Arslan,75
I. Traoré,Ismaël Traoré,75
O. Şahiner,Ömer Ali Şahiner,75
G. Ferrari,Gian Marco Ferrari,75
F. Hanin,Florent  Hanin,75
A. Ademi,Arijan Ademi,75
J. Hendrick,Jeff Hendrick,75
J. Hernández,Jorge Daniel Hernández Govea,75
Danilo,Danilo Barbosa da Silva,75
Saúl Berjón,Saúl Berjón Pérez,75
D. Bonera,Daniele Bonera,75
Alfa Semedo,Alfa Semedo Esteves,75
Z. Steffen,Zack Steffen,75
Fransérgio,Fransérgio Rodrigues Barbosa,75
T. Kádár,Tamás Kádár,75
J. Furch,Julio Furch,75
M. Rog,Marko Rog,75
L. Balogun,Leon-Aderemi Balogun,75
Luís Hernández,Luís Hernández Rodríguez,75
Simão Donatinho,Simão Alvin Donatinho Garcia,75
T. Bongonda,Théo Bongonda Mbul'Ofeko Batombo,75
F. Gutiérrez,Felipe Alejandro Gutiérrez Leiva,75
L. Koné,Lamine Koné,75
A. Morelos,Alfredo José Morelos Aviléz,75
M. Ninković,Miloš Ninković,75
Y. Lodygin,Yuriy Lodygin,75
R. Petrović,Radosav Petrović,75
Palhinha,João Maria Lobo Alves Palhinha Gonçalves,75
Y. Gazinskiy,Yuriy Gazinskiy,75
L. Refaelov,Lior Refaelov,75
Alan Patrick,Alan Patrick Lourenço,75
Alcalá,Pedro Alcalá Guirado,75
S. Ghoddos,Saman Ghoddos,75
D. Tarasov,Dmitriy Tarasov,75
Rolando,Rolando Jorge Pires da Fonseca,75
A. Masuaku,Arthur Masuaku,75
M. Braithwaite,Martin Braithwaite,75
R. Otero,Rómulo Otero Vásquez,75
Fran Sol,Francisco Sol Ortiz,75
Fabrio Farinha,Fabrio Sandro Farinha Donatelo,75
S. van Beek,Sven van Beek,75
M. Stoch,Miroslav Stoch,75
Lucas Evangelista,Lucas E. Santana de Oliveira,75
J. Stanislas,Junior Stanislas,75
M. Zajc,Miha Zajc,75
L. Lerager,Lukas Reiff Lerager,75
Luiz Phellype,Luiz Phellype Luciano Silva,75
David Juncà,David Juncà Reñé,75
Adrián,Adrián López Álvarez,76
R. Ruidíaz,Raúl Mario Ruidíaz Misitich,76
H. Tekin,Harun Tekin,76
T. Souček,Tomáš Souček,76
A. Wan-Bissaka,Aaron Wan-Bissaka,76
A. Gomis,Alfred Benjamin Gomis,76
A. Rusnák,Albert Rusnák,76
C. Dawson,Craig Dawson,76
A. Danjuma Groeneveld,Arnaut Danjuma Groeneveld,76
Davi Parrela,Davi Alexandre Parrela Ferreira,76
M. Simon,Moses Daddy Simon,76
T. Kraft,Thomas Kraft,76
D. Yedlin,DeAndre Yedlin,76
Jonathas,Jonathas de Jesus Maurício,76
N. Domingo,Nicolás Mario Domingo,76
E. Insúa,Emiliano Adrián Insúa Zapata,76
A. Lunin,Andriy Lunin,76
Jemerson,Jemerson de Jesus Nascimento,76
M. Bradley,Michael Bradley,76
Rubén Sobrino,Rubén Sobrino Pozuelo,76
B. Mechele,Brandon Mechele,76
X. Schlager,Xaver Schlager,76
J. Aholou,Jean-Eudes Aholou,76
O. Colley,Omar Colley,76
N. El Zhar,Nabil El Zhar,76
O. Trejo,Óscar Guido Trejo,76
Gelson Fernandes,Gélson da Conceição Tavares Fernandes,76
J. Orozco,Jonathan Emmanuel Orozco Domínguez,76
D. Praet,Dennis Praet,76
Victildinho,Victor Martin Maia Padilha,76
B. Henrichs,Benjamin Henrichs,76
F. Belluschi,Fernando Daniel Belluschi,76
C. Cathcart,Craig Cathcart,76
M. Höger,Marco Höger,76
Léo Matos,Leonardo de Matos Cruz,76
Renan Ribeiro,Renan Ribeiro,76
J. Andersen,Joachim Andersen,76
M. Topal,Mehmet Topal,76
C. Nkunku,Christopher Nkunku,76
T. Gebre Selassie,Theodor Gebre Selassie,76
M. Arambarri,Mauro Wilney Arambarri Rosa,76
A. Hegazi,Ahmed Hegazi,76
M. Pjaca,Marko Pjaca,76
J. Brekalo,Josip Brekalo,76
P. Hetemaj,Perparim Hetemaj,76
N. Sliti,Naïm Sliti,76
F. Montero,Fredy Henkyer Montero Muñoz,76
R. Holding,Rob Holding,76
J. McArthur,James McArthur,76
O. Duda,Ondrej Duda,76
D. Moreno,Dayro Mauricio Moreno Galindo,76
M. Fabián,Marco Jhonfai Fabián De La Mora,76
L. Christodoulopoulos,Lazaros Christodoulopoulos,76
R. Morrison,Ravel Morrison,76
J. Gnagnon,Joris Gnagnon,76
Andeson Trigo,Andeson Jaime Trigo Gonçalves,76
P. Zabaleta,Pablo Javier Zabaleta Girod,76
F. Neuhaus,Florian Neuhaus,76
L. Blas,Ludovic Blas,76
G. Cano,Germán Ezequiel Cano,76
I. Brizuela,Isaác Brizuela Muñoz,76
S. Gigot,Samuel Gigot,76
P. Guiñazú,Pablo Horacio Guiñazú,76
Jaume,Jaume Domenech Sánchez,76
S. Denswil,Stefano Denswil,76
K. Tierney,Kieran Tierney,76
Aday Benítez,Francesc Aday Benítez Caraballo,76
A. Hunt,Aaron Hunt,76
R. Durmisi,Riza Durmisi,76
B. Sarr,Bouna Sarr,76
M. Antenucci,Mirco Antenucci,76
J. Forrest,James Forrest,76
D. Pelkas,Dimitrios Pelkas,76
J. Grealish,Jack Grealish,76
Camarasa,Víctor Camarasa Ferrando,76
Y. Mvogo,Yvon Mvogo,76
Y. Kobayashi,小林 悠,76
M. Diakhaby,Mouctar Diakhaby,76
C. Kouyaté,Cheikhou Kouyaté,76
Alex Berenguer,Alejandro Berenguer Remiro,76
W. Morgan,Wes Morgan,76
A. Cresswell,Aaron Cresswell,76
V. Koziello,Vincent Koziello,76
Nelsildo Reis,Nelson Arturo Reis Lopes,76
O. Romero,Óscar Romero,76
Fred Aníbão,Fred Marcos Aníbal Dias,76
Aritz Elustondo,Aritz Elustondo,76
C. Biraghi,Cristiano Biraghi,76
N. Viergever,Nick Viergever,76
G. Cabral,Gustavo Daniel Cabral Cáceres,76
Rafinha,Márcio Rafael Ferreira de Souza,76
A. Ndiaye Diedhiou,Amath Ndiaye Diedhiou,76
F. Roncaglia,Facundo Sebastián Roncaglia,76
P. Aguilar,Pablo Aguilar,76
W. Reid,Winston  Reid,76
Rubén Blanco,Rubén Blanco Veiga,76
S. Kverkvelia,Solomon Kverkvelia,76
R. Brady,Robbie Brady,76
W. Vainqueur,William Vainqueur,76
O. Toivonen,Ola Toivonen,76
F. Bustos,Fabricio Bustos,76
T. Baumgartl,Timo Baumgartl,76
L. Unnerstall,Lars Unnerstall,76
A. Ranocchia,Andrea Ranocchia,76
C. Salcedo,Carlos Salcedo,76
F. Guilbert,Frédéric Guilbert,76
V. Eysseric,Valentin Eysseric,76
B. Embolo,Breel-Donald Embolo,76
Y. Sabaly,Youssouf Sabaly,76
A. Thomasson,Adrien Thomasson,76
Y. Karamoh,Yann Karamoh,76
M. Maignan,Mike Maignan,76
Vieirinha,Adelino André Vieira de Freitas,76
B. Santamaria,Baptiste Santamaria,76
D. Quintero,Carlos Darwin Quintero Villalba,76
N. Castillo,Nicolás Castillo,76
J. Allen,Joe Allen,76
D. Zagadou,Dan-Axel Zagadou,76
F. Tait,Flavien Tait,76
T. Koubek,Tomáš Koubek,76
E. Balanta,Éder Fabián Álvarez Balanta,76
L. Rodríguez,Luis Miguel Rodríguez,76
S. Bamba,Souleymane Bamba,76
K. Piątek,Krzysztof Piątek,76
A. Petagna,Andrea Petagna,76
Koo Ja Cheol,구자철 具滋哲,76
D. Dumfries,Denzel Dumfries,76
C. Gentner,Christian Gentner,76
E. Valencia,Enner Valencia,76
Iturraspe,Ander Iturraspe Derteano,76
S. Bocchetti,Salvatore Bocchetti,76
D. Brosinski,Daniel Brosinski,76
S. Blanco,Sebastián Marcelo Blanco,76
Iván Alejo,Iván Alejo Peralta,76
Eric Botteghin,Eric Fernando Botteghin,76
I. Konaté,Ibrahima Konaté,76
A. Paschalakis,Alexandros  Paschalakis,76
Y. Mutō,武藤 嘉紀,76
H. Badstuber,Holger Badstuber,76
L. Acosta,Lautaro Germán Acosta,76
J. Palomino,José Luis Palomino,76
S. Zuber,Steven Zuber,76
Emilio Piodão,Emilio Alex Piodão Esser,76
L. Zuffi,Luca Zuffi,76
R. Steffen,Renato Steffen,76
H. Nordtveit,Håvard Nordtveit,76
F. Klaus,Felix Klaus,76
S. Taïder,Saphir Sliti Taïder,76
Rúben Vezo,Rúben Miguel Nunes Vezo,76
Dênildo Stein,Dênis Rubens Stein Rebelo,76
Joelinton,Joelinton Apolinário de Lira,76
A. Samaris,Andreas Samaris,76
D. Gayle,Dwight Gayle,76
Beto,António Alberto Bastos Pimparel,76
D. Chygrynskyi,Dmytro Chygrynskyi,76
C. Erkin,Caner Erkin,76
I. Slimani,Islam Slimani,76
C. Vargas,Camilo Andrés Vargas Gil,76
S. Proto,Silvio Proto,76
E. Palacios,Exequiel Palacios,76
A. Westwood,Ashley Westwood,76
P. Mantalos,Petros Mantalos,76
B. Dzsudzsák,Balázs Dzsudzsák,76
K. Laimer,Konrad Laimer,76
L. Sigali,Leonardo Sigali,76
I. Opara,Ike Opara,76
S. Widmer,Silvan Widmer,76
J. Cuadrado,José Fernando Cuadrado Romero,76
Yoel,Yoel Rodríguez Oterino,76
A. Meret,Alex Meret,76
A. Gray,Andre Gray,76
A. Diaby,Abdoulay Diaby,76
C. Clark,Ciaran Clark,76
C. Borges,Celso Borges Mora,76
K. Dolberg,Kasper Dolberg,76
P. van Aanholt,Patrick  van Aanholt,76
J. Locadia,Jürgen Locadia,76
Gil,Carlos Gilberto do Nascimento Silva,76
Y. Ōsako,大迫 勇也,76
Rubén Duarte,Rubén Duarte Sánchez,76
M. de Roon,Marten de Roon,76
